title_id,title,genre,author,weekdays,length,subscribers,status,rating,year,source_type,synopsis
735,Wanthong Yang Tegas,ROMANTIC FANTASY,Mu,FRIDAY,Medium,103761,HIATUS,5.0,2022.0,WEBTOON ORIGINALS,"Setelah Pennung terjatuh dan tenggelam di Sungai, ia pun terbangun di tubuh Wanthong. Dalam kisah aslinya, Wanthong dicintai oleh dua pria, dan karena ia tidak bisa memilih, akhirnya ia dibunuh. Apakah nasib Pennung akan sama seperti Wanthong?"
736,The Eun'S Garden,ROMANCE,"Chae-eun, Turjang",WEDNESDAY,Short,238044,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Shin Jihun, penerus dari perusahaan konstruksi ternama, menghabiskan satu malam bersama dengan wanita yang memikat hatinya.
Tapi wanita itu menghilang dengan meninggalkan 250.000 won, sepasang anting mutiara, dan permintaan maaf?!"
737,Eternals: the 500 Year War,FANTASY,Marvel,TUESDAY,Short,36416,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Ikuti perjalanan para Eternal melewati ruang, waktu, dan berbagai budaya demi memburu para Deviant. Mereka memberikan umat manusia berbagai artefak berharga dalam peradaban, sambil melindungi dari ancaman Deviant. Ini adalah pertempuran yang berlangsung selama beberapa abad dan keselamatan bumi jadi taruhannya!"
738,"Good Luck, Hero!",ROMANCE,Song Hyunju,SUNDAY,Short,53318,COMPLETED,3.05,2022.0,WEBTOON ORIGINALS,"Hero Baek, seorang mantan kesatria yang berhasil membunuh raja iblis bereinkarnasi menjadi seorang pekerja korporat biasa. Namun, siapa sangka, si raja iblis yang telah ia bunuh juga turut bereinkarnasi jadi salah satu orang terdekatnya? Apakah kali ini Hero Baek bisa mengalahkannya lagi? Atau malah, takdir mereka di kehidupan selanjutnya memang bukan untuk saling bermusuhan dan membunuh?"
739,The Monstrous,FANTASY,"Lee jungwoo, Hong ingeun",SATURDAY,Medium,242047,HIATUS,5.0,2022.0,WEBTOON ORIGINALS,"Seunghwan, Dohee, dan Sangmin, yang merupakan teman dekat sejak kecil. Tetapi semenjak SMA, Sangmin menjadi iri dengan Seunghwan yang populer dan disenangi banyak orang. Sejak saat itu, Sangmin menghilang bersamaan dengan munculnya makhluk-makhluk yang disebut âDemonâ! Bisakah Seunghwan mendapatkan kembali persahabatan masa kecilnya?"
740,Operation: True Love,ROMANCE,"kkokkalee, Dledumb",SATURDAY,Long,1483613,ONGOING,3.75,2022.0,WEBTOON ORIGINALS,"Soo-Ae patah hati setelah memergoki pacarnya mencium Ra-Im, gadis yang sudah seperti saudari baginya. Dia lalu membuat rencana selingkuh dengan Eun-Hyuk untuk merebut kembali perhatian pacarnya, sekaligus untuk menaikkan angka cinta di hape misterius yang tiba-tiba muncul! Kenapa angka cintanya nol? Apa yang terjadi kalau rencana selingkuh itu malah menumbuhkan perasaan lain...?"
741,My In-Laws Are Obsessed with Me,ROMANTIC FANTASY,"seungu, Han Yoon Seol",WEDNESDAY,Long,796178,HIATUS,3.95,2022.0,WEBTOON ORIGINALS,"Masuk dalam perjanjian pernikahan kontrak dengan seorang grand duke demi mencari perlindungan, yang ada malah keluarganya begitu terobsesi denganku?"
742,Unchi,ROMANCE,lonely cat,TUESDAY,Medium,52295,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Gagal dalam karir dan percintaan, Key--si aktor tidak terkenal--tidak sengaja membuat permohonan untuk jadi seekor anjing. Ketika permohonan itu jadi kenyataan, Key yang kini jadi anjing dipelihara oleh Nine, adik dari cowok yang merebut pacarnya! Gimana kelanjutan kisah mereka?"
743,Another Typical Romance Fantasy,ROMANTIC FANTASY,WOLHET,SATURDAY,Long,301207,ONGOING,3.85,2022.0,WEBTOON ORIGINALS,"Littera, hidup kembali di kehidupan ke-3 dalam novel yang ia baca.
Tidak ingin mengulangi kesalahannya yang dulu sampai membuat dia dibunuh oleh karakter utama pria, Littera sekarang memutuskan untuk menikah Duke dari utara yang hubungannya tidak terlalu erat dengan kerajaan sebagai cara untuk kabur!
Tapi.... ternyata Duke dari utara memiliki tubuh besar, janggut, dan penuh luka! Apakah ini novel romantis-fantasi atau aksi?!"
744,Libur Telah Tiba,SLICE OF LIFE,Various Artists,"MONDAY, TUESDAY, WEDNESDAY, THURSDAY, FRIDAY, SATURDAY, SUNDAY",Short,111136,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,Kemas bukumu dan bersiap-siap untuk liburan! WEBTOON kembali lagi dengan kompilasi singkat dari para author kesayangan! Liburan di pantai? atau di rumah saja? Kita siap menemani liburanmu!
745,No Marriage Is Perfect,ROMANCE,"Long.B, CHOI, Lee Dahong",THURSDAY,Short,560753,COMPLETED,2.8,2022.0,WEBTOON ORIGINALS,"Suamiku tiba-tiba meminta untuk bercerai. Walaupun memang pernikahan ini dimulai bukan karena cinta, tapi aku sebenarnya mencintainya dan masih ingin bersamanya. Akupun terpaksa melakukan sandiwara ini!"
746,"66,666 Years: Advent of the Dark Mage",FANTASY,"PASA, Team the JICK, Hwabong",WEDNESDAY,Long,300106,ONGOING,3.7,2022.0,WEBTOON ORIGINALS,"Diablo Volpir, seorang penyihir yang menggunakan sihir hitam disegel oleh 12 dewa!
66.666 tahun berlalu, dia terlahir kembali menjadi Jamie Welton! Putra tertua dari keluarga Welton yang penuh kasih sayang. Akankah Jamie dapat menggunakan sihirnya kembali dan membalas 12 dewa yang menyegelnya?!
"
747,Like Family,ROMANCE,seowoo,MONDAY,Medium,209337,ONGOING,5.0,2022.0,WEBTOON ORIGINALS,Han Nana adalah seorang artis yang memiliki reputasi buruk. Antagonis dan dicap sebagai wanita yang jahat. Apa yang terjadi di saat kala ia menabrak seorang anak SMA dan kompensasi yang diingkan adalah... menginap di rumah Nana?!
748,Shape of the Nightmare,THRILLER,kimyongki,WEDNESDAY,Short,69926,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Sembilan tahun setelah kisah ""Strangers of Hell"" & ""The End of Relationship""
Jongwoo & Daeun masih menjalani kehidupan bagai neraka yang mengerikan.
Namun nasib memaksa mereka untuk kembali menghadapi masa lalu yang mengerikan itu.
Perlahan-lahan, mimpi buruk mulai mendekatimu..."
749,"Bima, Temanku Yang Imut",SLICE OF LIFE,telormatasappi,"TUESDAY, FRIDAY",Short,327660,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Semua orang takut sama Bima yang mukanya serem banget kayak preman! Tetapi, nggak banyak yang tahu kalau Bima sebenarnya uwu. Awalnya Bintang juga takut, tapi semakin kenal Bima, Bintang semakin bertekad membuat orang-orang tahu Bima itu nggak seram, tapi imut!"
750,How to Tame a Dangerous Husband,ROMANCE,"duzy, yunson",SATURDAY,Short,324723,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Lee Hyeri menawarkan diri untuk menggantikan kakaknya menikahi Kang Hyunwoo, direktur yang dikenal psikopat dan bolak-balik keluar penjara. 
Menikahi orang yang seperti itu jauh lebih baik untuk Lee Hyeri dibandingkan terus hidup dengan keluarganya yang sekarang.
Tidak apa-apa meski calon suaminya dikenal sebagai orang yang 'berbahaya'!
"
751,Ultra-Alternate Character,ACTION,JIXKSEE,THURSDAY,Long,152467,COMPLETED,3.25,2022.0,WEBTOON ORIGINALS,"Lee Oreum adalah seorang healer babu di game VR MMORPG yang terkenal. Selalu ditindas, dan terpuruk, Lee Oreum ternyata memiliki karakter alternate yang sangat kuat dan tidak terkalahkan. Apa yang terjadi saat ia bangun dari tidurnya dan ternyata ia sudah menjadi karakter alternatenya?"
752,The Duke'S Teddy Bear,ROMANTIC FANTASY,"Choi Sungha, GOMDOL",WEDNESDAY,Short,261007,COMPLETED,3.05,2022.0,WEBTOON ORIGINALS,"Marshall yang pernah jatuh saat kecil, memiliki kemampuan di mana jiwanya bisa berkeliling saat dia tidur. Dia juga bisa merasuki manusia dan hewan. Tapi suatu hari, dia tiba-tiba terjebak dalam boneka teddy bear, dan pemiliknya adalah Duke yang sedingin es?!"
753,The Runway,ROMANCE,"Domi, nokdu, Hirachell",SUNDAY,Short,529074,COMPLETED,3.25,2022.0,WEBTOON ORIGINALS,"Setelah dikhianati tunangannya, Yoo Ji-An pergi ke Prancis dengan impulsif. Di sana, dia bertemu dengan seorang pria dan menghabiskan satu malam dengannya dan berpikir bahwa dia tidak akan bertemu lagi dengannya.
Siapa sangka setelah 3 bulan berlalu, kantor Yoo Ji-An yang bergerak dalam bidang majalah fashion kedatangan kepala redaktur baru dari Prancisâ¦ dan ternyata itu adalah pria yang Yoo Ji-An temui di Prancis!
"
754,Anak Bapak,COMEDY,A_Catnoda,"THURSDAY, SATURDAY",Long,122777,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Ujang adalah Anaknya Asep dan Asep adalah Bapaknya Ujang. Mereka adalah sepasang anak dan bapak yang sangat akrab, bahkan saking akrabnya mereka jadi bisa melalui banyak hal bersama! Mulai dari yang suka hingga duka atau bahkan dari yang aneh hingga nyeleneh!"
755,Trash Belongs in the Trash Can!,ROMANCE,EDDiERiNG,FRIDAY,Medium,175907,ONGOING,3.4,2022.0,WEBTOON ORIGINALS,"Hidup dengan menggunakan uang dari pacar, itulah yang dilakukan Woobin, manusia seperti sampah. 
Namun di hari saat ia memutuskan pacar lamanya, dia justru bertemu wanita cantik yang justru sangat jauh berbeda darinya?"
756,Regina Rena: to the Unforgiven,ROMANTIC FANTASY,"NANA, Seol Dong-Won",THURSDAY,Short,443421,HIATUS,3.45,2022.0,WEBTOON ORIGINALS,"âAku akan memberimu kesempatan untuk aku maafkan.â
Rena Rubel digunakan sebagai âpersembahanâ oleh ayahnya.
Tapi enam tahun kemudian, ketika semua orang mengira Rena sudah mati,
Rena Rubel kembali menjadi kesatria!
"
757,An Alternate Life,DRAMA,"Carlos, Jink",WEDNESDAY,Short,154433,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Selama 20 tahun hidupnya, Jiwon selalu menderita karena penampilannya yang tidak seperti orang pada umumnya. Namun hidupnya berubah karena profile media sosial yang baru dia buat 'Sihoo Kim' berhasil viral dalam waktu singkat!

Mampukah Jiwon menjalankan kedua kehidupannya? Sebagai Jiwon Lim sekaligus dengan 'Sihoo Kim' buatannya?!"
758,Living with My Ex-Husband,ROMANCE,Enica,MONDAY,Short,90867,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Setelah ketahuan selingkuh, pasangan suami istri ini memutuskan untuk bercerai. Namun, mereka berjanji untuk tinggal bersama, setidaknya sampai anak mereka menjadi dewasa. Apakah kehidupan mereka akan berjalan dengan damai?"
759,Attention Seeker,ACTION,Woong,SATURDAY,Long,128195,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Eunsang Lee adalah seorang pelajar yang selalu ditindas dan dipukuli oleh murid-murid di sekolahnya. Dengan berbekal keberanian dan tekad, dia mengikuti acara televisi 'Coming Fist' dan menjadi murid atlet UFC terbaik Korea, Beomchan Choi. Setelah selesai mengikuti acara tersebut, Eunsang Lee kembali ke sekolah dan siap membalas murid-murid yang menindasnya, satu per satu!"
760,Secret Outing,ROMANCE,"bong sun, Hazlo, H.C",FRIDAY,Short,94951,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Kisah anak yang dibuang di pinggir jalan, tumbuh besar dan bertemu dengan seorang pria misterius.
Siapakah pria misterius ini, dan apa yang akan terjadi di hubungan mereka?"
761,The Guy with Pretty Lips,ROMANCE,"Godot, Flowbee",THURSDAY,Short,261293,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Ciuman pertama yang kulakukan pada 10 tahun yang lalu bersama dengan teman adikku, muncul kembali sebagai pria dewasa yang sempurna.
Dengan bibir yang cantik, Roha memilih kata-kata yang indah dan mulai merayu Hanbi seolah bertekad untuk kembali ke masa itu"
762,Two Faced Princess,ROMANTIC FANTASY,"Ryu Juyeon, TORI",SUNDAY,Long,360527,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Putri Apollonia yang cantik terlihat lemah dan tak berdaya di bawah kekuasaan ayah serta bibinya yang kejam. Diam-diam di balik semua itu, sang putri tengah berusaha merebut kembali tahta dari ayahnya yang membunuh kakeknya kemudian mengangkat diri sebagai kaisar. Dibantu pengawal setia dan seorang pembunuh tampan, Apollonia bertekad menyingkirkan semua yang menghalangi takdirnya."
763,Godly Idol,DRAMA,"White Bear, RENA",MONDAY,Short,123987,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Woosa adalah dewa hujan yang terancam menghilang karena tak ada lagi umat manusia yang memujanya. Demi mempertahankan eksistensi, Woosa turun ke bumi dan menjadi idol bernama Woojin supaya kembali dipuja manusia. Dengan cara itu, Woosa takkan menghilang. Tetapi, perjalanannya di dunia idol tak mudah. Apalagi dia bergabung dengan agensi bobrok yang hampir bangkrut...."
764,+99 Reinforced Wooden Stick,FANTASY,"HONGSIL, JIPERY",SUNDAY,Long,288635,ONGOING,5.0,2022.0,WEBTOON ORIGINALS,"'Aku' selalu ditolak masuk ke dalam party dalam game 'Chrono Life' karena senjataku yang payah dan memiliki level rendah. Tapi kemudian, aku berhasil memperkuat senjata dasar 'Wood Stick' sampai level 99 hingga tidak sengaja menghancurkan dunia saat coba mengayunkannya! Saatnya balas dendam menggunakan tongkat kayu ini kepada orang-orang yang meremehkanku!
"
765,A Chance at Last,DRAMA,"Dindon, Seo hye eun",FRIDAY,Short,196760,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Lee Jueun dan kakaknya, Lee Hyejin, harus hidup menderita karena kemiskinan. Saat ibu mereka meninggal, tiba-tiba ayah mereka mau bertemu kembali, tapi hanya 1 dari mereka yang akan diangkat menjadi anak. Sang Kakak pun pergi, namun beberapa waktu kemudian kakaknya Jueun meninggal. Dia yang kehilangan kakak tercintanya, berharap kesempatan kedua muncul dan ia bisa menyelamatkan kakaknya. "
766,Annarasumanara,FANTASY,Ilkwon Ha,THURSDAY,Short,95616,COMPLETED,3.95,2022.0,WEBTOON ORIGINALS,"Mimpinya untuk menjadi seorang pesulap, kandas karena ia hanyalah seorang gadis SMA yang miskin, membeli kaus kaki baru pun tidak bisa.
Setelah bertemu dengan seorang pesulap misterius, ia pun memutuskan untuk mengejar mimpinya. "
767,Duty After School,THRILLER,Ilkwon Ha,WEDNESDAY,Short,83175,COMPLETED,3.65,2022.0,WEBTOON ORIGINALS,Apa yang akan kau lakukan apabila kegiatan ekstrakurikuler wajib dari sekolahmu adalah latihan seperti tentara? Ini adalah kisah sekumpulan murid yang dipaksa menjadi batalyon cadangan untuk melawan mahluk yang mengerikan.
768,Why Ophelia Can'T Leave the Duchy,ROMANTIC FANTASY,"Joo ahri, samo",MONDAY,Short,365679,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Ibunya Ophelia yang baru menikah lagi dengan Duke, meninggal saat sedang berangkat bulan madu dengan ayah tirinya. 
Ia yang tinggal sendirian, hendak pergi meninggalkan rumah itu. Tapi laki-laki yang mengaku sebagai adik tirinya itu, justru tak ingin kakaknya pergi. "
769,Ngartoon,SLICE OF LIFE,WEBTOON Indonesia,"MONDAY, TUESDAY, WEDNESDAY, THURSDAY, FRIDAY, SATURDAY, SUNDAY",Long,213686,ONGOING,5.0,2022.0,WEBTOON ORIGINALS,Tempat ngumpulnya para pemburu hadiah! Langsung tambahkan NGARTOON ke Favorit biar kamu enggak ketinggalan info soal event-event seru dari LINE WEBTOON!
770,A Wish on July 7Th,ROMANCE,moegi,FRIDAY,Short,54456,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Yui Ichinoi, sulit berteman karena masa lalunya yang pernah ditindas. Karena itulah dia memutuskan untuk sekolah di SMA yang cukup jauh dari rumahnya. Di sana dia bertemu dengan Haruma Sakura, lelaki populer yang memiliki banyak teman. Berharap ingin berubah menjadi seperti Sakura di Hari Tanabata... Siapa sangka keinginan Ichinoi benar-benar terkabul?!"
771,Becoming Bad,ROMANCE,"Haerinn, Nahyah",WEDNESDAY,Short,167137,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Aku yang selalu berusaha jadi anak baik...
Pada akhirnya dibuang dan dipaksa menikah dengan pria yang tak kusuka...
Bila begini caranya, aku sudah muak! Aku akan melawan!"
772,Death When Separated,ROMANCE,"BOM SOHEE, KYMA",SUNDAY,Short,118552,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Kehidupan seorang influencer yang sempurna. Kencan dengan gadis yang kusuka. Hal terakhir yang perlu kulakukan adalah jadian dengannya, tapi aku terjebak didalam sebuah insiden yang mematikan?!

""Ini bukan sebuah obsesi, beneran! Tapi, kalo kita berpisah, kita akan mati!!"""
773,Crazy for You,ROMANCE,"haega, wolgyul, Lunar Ji Youn Lee",SATURDAY,Short,305975,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Sehee, seorang anak konglomerat yang menyembunyikan identitasnya sebagai karyawan magang yang sedang dalam masa penilaian, tidak sengaja memasuki unit kamar VIP untuk mencari kucing jalanan yang masuk ke dalam sana. Tanpa Sehee ketahui, unit kamar VIP itu sedang dihuni oleh direktur eksekutif Lee Jaehyeon. Dianggap telah merugikan waktunya, Sehee diminta ganti rugi 1,1 miliar jika tidak menuruti kemauannya!"
774,Sacrificed,ROMANTIC FANTASY,"DH, Jeong Ochan",THURSDAY,Short,315834,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Rudith, seorang putri kerajaan adalah anak yang lahir di luar nikah. Setelah dipaksa untuk menghadapi kematian dengan menjadi tumbal, Ia membangkitkan dewa yang dapat menyelamatkan kerajaan.

Dengan dewa disampingnya, Rudith bersumpah, Ia akan hidup dengan bebas.

Dan tidak seorangpun boleh menginjak-injak dirinya lagi."
775,To My First Love,ROMANCE,"Lise, Songjoo Yoo",TUESDAY,Short,226624,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Setelah Jisoo kehilangan neneknya, yang merupakan keluarga satu-satunya baginya, ia dibawa untuk tinggal di rumah keluarga Hajin. Hajin yang memiliki kesan pertama buruk pada Jisoo tidak pernah menunjukkan rasa suka padanya. Jisoo juga yakin, dia tidak akan jatuh cinta kepada Hajin. Cerita tentang lika-liku hubungan yang tumbuh di bawah satu atap!"
776,The Little Princess and Her Monster Prince,ROMANTIC FANTASY,"Hagwa, Jang Namu, Bakha",SUNDAY,Long,955422,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Ancia harus menikah dengan Putra Mahkota Blake di umurnya yang muda, namun ternyata Putra Mahkota tersebut memiliki kutukan dan dijuluki monster! Apalagi ternyata dunia yang Ancia masuki, itu aslinya dunia novel dewasa! Apa Ancia bisa mengatasi kutukan sang Putra Mahkota?"
777,From Dreams to Freedom,THRILLER,2L,SATURDAY,Long,1294744,ONGOING,5.0,2022.0,WEBTOON ORIGINALS,"Sebagai seorang remaja, Choi Jung-min dibully dengan parah di sekolah oleh Ha Joo-Hyeon.
Pelariannya dari segala masalahnya adalah ""lucid dream"" dimana ia bisa membalas Ha Joo-hyun saat Jung-min sedang tidur. 
Lalu, suatu hari, ia bertemu dengan seorang pria misterius di mimpinya, dan mendapatkan sebuah tawaran untuk membalas dendam kepada siapapun yang mengganggu dia. "
778,A Selfish Desire,ROMANCE,"Myomyori, Merry J",THURSDAY,Short,62065,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Kang Dukshim ingin melamar jadi sekretaris Ma Sunghoon karena ketampanannya, tetapi ternyata pria itu alergi perempuan dan tidak ingin punya sekretaris perempuan! Dukshim nekad melamar dengan pura-pura menjadi laki-laki, namun dia ketahuan oleh pimpinan perusahaan. Dia tetap diterima, dengan syarat harus menyamar jadi perempuan tua dan punya misi mencarikan jodoh yang setara bagi Sunghoon. Tak disangka pria yang benci perempuan itu malah naksir padanya."
779,The World After the Fall,FANTASY,"Undead Gamja, Undead Ttalgi, singNsong",WEDNESDAY,Long,308689,ONGOING,5.0,2022.0,WEBTOON ORIGINALS,Ini adalah kisah tentang seorang pria yang memutuskan untuk tidak kembali ke masa lalu sampai akhir ketika semua orang lainnya kabur.
780,Lady Virtue'S Contract Marriage - Kisah Asli Drama,ROMANCE,"Datda, Angelique, Kim Nuoul",TUESDAY,Short,232037,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Baca webtoon cerita asli dari drama ""The Story of Park's Marriage Contract""! Park Yeonwoo, seorang anak menteri di zaman Joseon, menyaksikan kematian suaminya di malam pertama mereka. Ternyata, itu membawa Yeonwoo ke malapetaka berikutnya yang menyebabkan dia ditenggelamkan ke sumur oleh seorang penculik yang motifnya belum diketahui! Saat Yeonwoo tersadar, dia ternyata berada di masa depan! Dan lagi, suaminya hidup kembali di masa depan!"
781,"Save Me, Princess!",ROMANCE,"Gon, saemmi, Jkyum",MONDAY,Short,155518,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Ketika kerajaannya diserang Raja Iblis, Putri Claudia yang dimanja dan biasa hidup enak terpaksa harus turun tangan menyelamatkan dunia. Sayangnya, dia tidak tahu apa-apa soal pertarungan dan politik! Bersama Desire, sang roh pelindung kerajaan, dan Ksatria Damian yang merupakan mantan kekasihnya, Claudia nekat mencari Raja Iblis... meski kemampuannya nol!"
782,Denounce,DRAMA,YoonYe,SUNDAY,Short,88129,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Impian Kangan untuk membuat sneakers terbaik di dunia berakhir pada dua tahun lalu.
Namun Kangan yang tidak ingin membuat sneakers lagi seumur hidupnya menghadapi kenyataan yang mengejutkan...
Drama remaja tentang balas dendam, pertumbuhan, dan persahabatan!"
783,To You Who Don'T Love Me,ROMANTIC FANTASY,"Yeonseo, Bbada, Han Seol On",SATURDAY,Short,159273,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Siapa sangka, di hari Rose ditumbalkan kepada Leviathan oleh warga desa, Rose malah diselamatkan oleh Mihael. Sejak saat itu, Rose menganggap Mihael adalah segalanya. Rose akan melakukan apa pun untuk Mihael karena Rose mencintainya. Tapi, apakah Mihael juga mencintainya? Atau hanya menginginkan Rose karena kekuatan yang dimilikinya..."
784,Maybe Meant to Be,ROMANCE,"honeyskein, damcho",SATURDAY,Long,902899,ONGOING,5.0,2022.0,WEBTOON ORIGINALS,"Sudah berapa tahun kamu tinggal di rumah orang tua?
Han Jiah (pengangguran) yang tahun ini berusia 32 tahun, hari ini juga menderita karena masih belum menikah dan bekerja.

Tiba-tiba Jin Minchul, sahabat kecil Jiah muncul dan mereka memutuskan untuk menikah!?? Ternyata mereka berdua malah lebih cocok dari yang diperkirakan?!"
785,Dear Nemesis,ROMANTIC FANTASY,"Velma, ohsso, Minato",THURSDAY,Medium,227224,HIATUS,5.0,2022.0,WEBTOON ORIGINALS,"Kalmia yang sudah besar, berhasil menjadi suksesor keluarganya dan menjadi Count serta ngelahkan musuh bebuyutannya. Tapi tiba-tiba dia kembali ke masa lalu, semua yang dia bangun kembali jadi nol, dan yang lebih parahnya.. musuh bebuyutannya di masa depan justru mau jadi tunangannya?!"
786,Djinn,COMEDY,"Aland B., DRD","WEDNESDAY, FRIDAY",Medium,89506,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Awalnya Tomy diberitahukan bahwa dapat warisan besar, ternyata warisannya adalah hotel yang pelanggannya hantu semua?!?!?!
Sekarang Tomy malah harus kerja jadi pegawai di hotel ini?!"
787,Caravan 97,THRILLER,Mada_Fadaz,MONDAY,Short,73084,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Nova dan Vidia, dua bersaudara yang tergabung di kru Karavan 97 bertanggung jawab membangun kembali peradaban manusia dari dalam perbatasan, namun kecelakaan teknis membuat mereka harus pergi ke Dunia Luar untuk pertama kali.

Dihantui oleh misteri dunia dan trauma masa lalu, dua kembar harus berjuang bersama melewati kelam dan suramnya kehidupan akhir zaman."
788,Stay with Me,SLICE OF LIFE,Merow,"WEDNESDAY, SUNDAY",Long,136391,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Arfa memutuskan menikah dengan sahabatnya,Neyna, sahabatnya sendiri.Ternyata kehidupan mereka berubah setelah menikah. Bagaimana mereka melalui hari-hari sebagai pasangan suami-istri?   "
789,Ketupat,SLICE OF LIFE,Various Artists,"MONDAY, TUESDAY, WEDNESDAY, THURSDAY, FRIDAY, SATURDAY, SUNDAY",Short,199449,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,Kompilasi yang ditunggu dan paling hangat di bulan Ramadan! 
790,Unseen Beauty,DRAMA,"Benvenutoiven, Get up production",THURSDAY,Medium,243867,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Nathalie dan Ayudia, kembar dengan sifat yang bertolak belakang dan mimpi yang berbeda. Namun, Nathalie terpaksa harus merelakan mimpinya ketika hal buruk menimpa Ayudia yang bekerja sebagai model di agensi ternama. Nathalie yang tomboy memutuskan untuk terjun ke dalam industri modeling demi membalas perbuatan orang yang sudah menyakiti saudarinya!"
791,I Got Pregnant with the Tyrant'S Child,ROMANTIC FANTASY,"Ryuran, SF_JD",MONDAY,Short,240956,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Di malam paling meriah yang diadakan setahun sekali, 
Elan membuka matanya dan menemukan bahwa Kailat, seorang kaisar yang dikenal karena kekejamannya, sedang tidur di sebelahnya. Tanpa berpikir panjang, Elan melarikan diri dengan terburu-buru.

Tetapi...

""Saya hamil.""

Akhirnya Elan mempunyai anak secara tidak sengaja karena kejadian di malam tersebut.

Mengetahui bahwa kaisar membenci wanita yang mendekatinya, Elan memutuskan untuk menyembunyikan kehamilannya. Namun, Kailat terus mendekati Elan.

Apakah Elan dapat melarikan diri dari Kailat dengan selamat? Bagaimana dengan Anak-anak Elan? "
792,Complicated Cohabitation,ROMANCE,"Hwang Han-Young, Arum",FRIDAY,Short,165035,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Seo Yugyeong terpaksa tinggal dengan cowok bernama Ijun yang merupakan teman adiknya. Awalnya dia keberatan, tapi Ijun ternyata jago mengurus rumah. Di sisi lain, Yugyeong sedang galau karena pacarnya tiba-tiba jadi dingin dan menjaga jarak. Keadaan jadi tambah rumit ketika Ijun yang dianggapnya adik sendiri sepertinya punya rasa padanya."
793,Tomorrow,DRAMA,Llama,THURSDAY,Short,37749,ONGOING,5.0,2022.0,WEBTOON ORIGINALS,"Choi Jun-woong, seorang mahasiswa berumur 27 tahun yang dapat mengerjakan segala hal kecuali mendapatkan pekerjaan malah bertemu dengan malaikat maut secara tidak sengaja.

Setelah mendapatkan pekerjaan di dalam tim manajemen krisis khusus, ia pun ditugaskan untuk membantu orang-orang yang membutuhkan bantuan sebelum mereka mengakhiri hidup mereka sendiri."
794,For Stella,ROMANTIC FANTASY,"Nanaso, Hwagi, Suyoon Jin",WEDNESDAY,Short,81103,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Aku yang masuk ke dunia novel kesukaanku, menjadi seorang figuran bernama Dana yang akan mati demi melindungi tokoh utama pria, Arcane. Dana bertekat untuk mengikuti alur cerita demi kembali ke dunianya. 
Tapi apa jadinya kalau Arcane ternyata mengulang waktu dan berniat mengubah masa depan cerita!"
795,A Spoonful of Your Love,ROMANCE,"STEM, JB, Seokyung",TUESDAY,Short,62300,COMPLETED,5.0,2022.0,WEBTOON ORIGINALS,"Yeonju menyerah pada universitas bergengsi karena cinta, tetapi setelah putus cinta yang hanya meninggalkan bekas luka, dia memperjuangkan hidupnya lagi dan mencoba lowongan kerja di TG Electronics sebagai peserta tertua.

Siapa sangka, direktur dari TG Electronics adalah Jaehyun, teman SMP-nya dulu yang mengenali bahwa Yeonju adalah seorang pembohong? Akankah pencarian kerja Yeonju dapat berjalan lancar kali ini?"
