title,title_id,genre,authors,weekdays,length,subscribers,views,likes,status,synopsis,rating,year
To Not Die,3071,ACTION,"Parae, Lim Jin Guk",THURSDAY,Short,460670,26757117,1651538,ONGOING,"Im Dajoon, adalah seorang siswa SMA yang terus-menerus diganggu di sekolah. Tepat sebelum dirinya menyerah pada kehidupan, dia melihat berita wawancara seorang siswa yang membunuh teman sekelasnya di TV, yang membuat dirinya termotivasi untuk balas dendam.
Balas dendam itu berhasil, tetapi hidup Dajoon berubah ke arah yang tidak terduga...",3.65,2021
When the Day Comes,3070,ROMANCE,OMYO,MONDAY,Short,87463,3048739,521097,COMPLETED,"Ini dia kisah cinta SMA paling apa adanya!! Norang dan Pharan yang duduk sebangku pernah pacaran... tapi sudah putus! Mereka berdua belum bilang-bilang sudah putus karena akan mengikuti lomba dansa di sekolah. Tapi, ada satu cowok yang ternyata tahu mereka sudah putus... kebetulan cowok itu tipe idaman Norang! Apakah Norang akan move on, atau Pharan masih belum menyerah?",3.7,2021
Nightmare Diary,3069,THRILLER,YUGGONG,SUNDAY,Medium,167415,11979179,1360668,COMPLETED,"Kumpulan kisah horror-thriller yang akan memberikanmu mimpi buruk sepanjang malam.
""Kapan mimpi buruk ini akan berakhir?!""",5,2021
Kisah Bucin di Sekolah,2917,SLICE OF LIFE,Alonelymeow,"WEDNESDAY, SATURDAY",Short,251565,17228889,1827226,COMPLETED,"Ada yang mencintai secara terang-terangan, ada yang mencintai namun tidak menyadarinya, dan ada yang mencintai diam-diam. Inilah berbagai kisah bucin di sekolah",5,2021
Potato Town,2916,COMEDY,PJD,MONDAY,Short,94197,4831808,418823,COMPLETED,"Seorang(?) kentang yang tinggal di desa Kentang, Kamja,  akhirnya pergi ke luar untuk mewujudkan impiannya. Tapi, begitu berangkat dari desa, dia tersangkut dalam suatu kejadian..! Apakah kamja bisa hidup dan kembali ke desanya dengan selamat?",2.8,2021
Now I Will Take The Emperor's Heart,2914,ROMANTIC FANTASY,"kiki, Marucomics",SATURDAY,Short,452733,28120441,2550798,COMPLETED,"Ra Hyun, yang mendadak meninggal karena artimia, mohon dihidupkan kembali kepada dewa. Akhirnya dia hidup kembali sebagai Daphne di Kekaisaran Fiant, Namun sekarang misinya adalah dia harus merebut hati kaisar 100% agar dia bisa kembali hidup di dunia asalnya.

Apakah dia bisa memperoleh hati kaisar dan hidup kembali?",2.9,2021
Blooming,2913,DRAMA,Rifahart,FRIDAY,Medium,129740,7266950,914904,COMPLETED,"Cantik bak bunga, Kinar menjadi Mahasiswi paling populer di kampus. Eh.. tapi kok bukannya di puja puji tapi malah dibenci?",5,2021
The Flower of Beast,2912,ROMANCE,"Oh Su Jin, Cho Eun Dam, Kim Han Dong",WEDNESDAY,Short,220973,13600282,1276504,COMPLETED,"Bunga berwarna merah ini indah sekali sampai membuat bulan pun sembunyi.
Bunga ini dijaga oleh seorang ksatria yang dipanggil malaikat maut.
Suatu hari ada yang ingin memgambil bunga sembarangan karena tertarik dengan kecantikan.
Setelah kejadian ini dilihat sama si malaikat maut, dia ingin mengambil putrinya pencuri itu sebagai penggantinya.
Apa yang akan terjadi pada si malaikat maut dan putrinya?!",2.7,2021
Fast Forward,2911,HORROR,"PORTO, Junki Hong",TUESDAY,Short,125556,4905669,632762,COMPLETED,"Myungji memiliki kekuatan untuk mempercepat waktu. Tapi saat dia menggunakannya sepulang sekolah, ternyata teman dekatnya sudah terbunuh di depannya! 
Pembunuhan ini terus membawanyna pada pemilik kekuatan waktu lainnya.
Sebenarnya apa yang terjadi, dan apa yang harus Myungji lakukan?!",3.35,2021
Kiss Sixth Sense,2910,ROMANCE,"Got W, Jocobong",MONDAY,Short,840688,70812042,4561909,COMPLETED,"Bisa melihat masa depan saat berciuman! 
Yesul yang bisa melihat masa depan saat berciuman tidak sengaja mencium leher direktur Minhu dan dia melihat masa depannya bersama direktur yang dingin itu!
Yesul tidak ingin masa depan yang dia lihat terjadi.
Tetapi laki-laki itu kenapa tetap mendekati Yesul?!",3.5,2021
Monster,2909,FANTASY,eunjae lee,SUNDAY,Short,97105,4297492,390493,COMPLETED,"Agen rahasia ini memiliki kekuatan super, tapi kehidupan sehari-harinya malah di-bully?!
Yoo Jin seorang siswa yang memiliki pekerjaan sampingan sebagai agen rahasia dengan kekuatan super. Semuanya berjalan baik-baik saja sampai suatu hari dirinya terlibat dalam bullying yang terjadi di sekolahnya. Kini hidupnya semakin sulit karena dia harus menghadapi Cha Donghae si bully, bersamaan dengan 'devil' yang terus membuat masalah di sekitarnya. Mampukah Yoo Jin menyelesaikan masalah-masalah ini dan menyelamatkan dunia?!",5,2021
Must Be a Happy Ending,2908,ROMANCE,"BULSA, Jaerim, FLADA",SATURDAY,Short,1602433,149196983,10726819,COMPLETED,"Hari terakhir mengakhiri hubungan dan bercerai, suaminya meninggal.
Yeonwoo yang sedang bersedih tiba-tiba kembali ke waktu saat suaminya belum meninggal!

Kehidupan pernikahan yang dijalani kedua kalinya. 
""Kehidupan kali ini akan kubuat benar-benar happy ending!""",3.6,2021
Hannah Nala,2907,SLICE OF LIFE,Egimugia,"TUESDAY, FRIDAY",Long,378184,50436716,4568111,COMPLETED,"Hannah baru saja menikah dengan Nala. Suaminya itu unggul dalam segala aspek rumah tangga! Dan kini, Hannah harus berusaha menjadi istri yang baik. Inilah kisah pasangan baru nikah!",2.9,2021
The Villain is Trying to Make Me a Stepmom,2906,ROMANTIC FANTASY,"HARIHEEN, MOKGAMGI",THURSDAY,Short,563657,34876983,3762650,COMPLETED,"Daisy reinkarnasi ke dalam novel yang dia tulis sendiri, namun dia hanya menjadi orang biasa saja!
Lalu suatu hari, Duke Henston yang merupakan ayah dari tokoh utama wanita di novelnya memanggilnya.
Agar anaknya tidak didekati pemeran tokoh pria lain, Daisy pun diminta menjadi pengasuhnya?! Atau bahkan..  menjadi ibu tirinya?!

",3.5,2021
My Ex-Husband,2905,ROMANCE,"Ki moong, YeoBack, KYU",WEDNESDAY,Short,228875,13152352,1006206,COMPLETED,"Tidak disangka aktris cantik Ha Eunsol sudah pernah menikah dengan seorang pria yang meninggalkannya begitu saja. Tiba-tiba pria itu kembali di hadapannya, sebagai bos perusahaan yang berinvestasi pada film yang dibintangi Eunsol. Apa si mantan mau rujuk? Apakah Eunsol akan menyerah begitu saja di bawah pesona Cha Yunjae, sang mantan suami?",5,2021
The Emperor Reverses Time,2904,ROMANTIC FANTASY,"Studio wooridle, BLOOMING BOUQUET",MONDAY,Short,276114,14491698,1602361,COMPLETED,"Semasa hidup bahkan sampai hari wafat Ratu, Kaisar Leon tidak pernah peduli padanya. Namun semakin lama, Kaisar Leon merasa keseipian dan bersalah. Dibantu seorang penyihir, Sang Kaisar kembali ke masa lalu saat dirinya dan Ratu Lizzy masih kanak-kanak untuk membuat ratu bahagia. Berhasilkah perjalanan memutar waktu Kaisar Leon?",3.3,2021
No Scope,2903,FANTASY,ZOYANG,SUNDAY,Long,165847,10931497,1022805,COMPLETED,"Kisah mereka yang ingin menjadi pro gamer!
""Do-yoon"" yang miskin, tapi bisa mencapai rank 'legend' di server Amerika
dan ""Suho"" yang jago belajar, punya sifat menawan, penampilan tampan, tapi ingin menjadi pro gamer!",3.35,2021
Please Show Up!,2902,ROMANCE,Kim Kihyun,FRIDAY,Short,156656,9039274,940591,COMPLETED,"Jiyong yang mahasiswa biasa memimpikan Jihye dan jatuh cinta pada pandangan pertama denngannya. 
Namun saat ia berusaha mencari tahu... ternyata wanita itu bunuh diri 2 tahun yang lalu?!
Kisah romantis Jiyong yang ingin mengembalikan hidup Jihye, Please Show Up!",2.85,2021
Bite Me,2901,ROMANCE,sungeun,THURSDAY,Short,1299304,115650008,8049460,COMPLETED,"Chaeyi seorang artis terkenal kariernya terancam hancur karena sikapnya yang dianggap tidak profesional. Ternyata, Chaeyi menderita sakit kepala hebat! Anehnya sakit kepala Chaeyi hilang ketika Leejun mengigit lehernya. Ternyata, Leejun si bintang ternama adalah vampir yang bisa menghisap rasa sakit! Karya terbaru dari kreator ""My Oppa Is An Idol""!",5,2021
The Now,2900,THRILLER,INE,WEDNESDAY,Short,118117,5335819,657696,COMPLETED,"""Aku bisa memperbaiki kehidupan kita""

Kwon Ji-geum, perempuan yang memutuskan untuk bunuh diri gara-gara trauma dari masa lalu, mendadak dikembalikan ke 10 tahun yang lalu dan menghadapi dirinya...

Apakah dia bisa mengubah nasibnya dan menjadi orang bahagia?",5,2021
Return of the Sword Master,2899,ACTION,"BIGA, LICO",TUESDAY,Short,329997,20236239,1837617,COMPLETED,"Murid ke-13 dari sekte Hwasan, Cheong Myeong, si pendekar pedang sakti bunga plum akhirnya berhasil membunuh kepala dari sekte iblis, Cheonma. Namun pertarungan tersebut telah merenggut nyawa Cheong Myeong sendiri beserta seluruh sekte Hwasan yang menjadi tempat perguruannya. Siapa yang menyangka, setelah kematiannya ternyata Cheong Myeong terlahir kembali 100 tahun kemudian! Tapi di masa ini tidak ada seorang pun yang mengingat Sekte Hwasan?!
""...Apa? Sekte Hwasan hancur?!""",5,2021
Terror Man,2897,ACTION,"HAN DONG-WOO, KO JIN-HO",SATURDAY,Short,114922,5264205,528928,COMPLETED,"Jeongwoo Min memiliki kemampuan khusus, yang memungkinkan dirinya untuk melihat setiap kesialan yang akan terjadi. Dengan kekuatannya, Jeongwoo memutuskan untuk menjadi teroris agar bisa menyelamatkan orang-orang dari kesialan yang akan menimpa mereka!",5,2021
30 Minute Walk,2888,ROMANCE,ondo,THURSDAY,Long,149523,12212982,1963597,COMPLETED,"Seongeun pulang searah dengan seorang cowok yang sangat pendiam. Di sekolah, cowok ini nyaris nggak pernah bicara! Bukannya sombong, tapi Seongeun tahu sifat cowok ini memang kaku dan tidak banyak omong. Bisakah pertemanan mereka terus berjalan? Romance gemas yang tulus!",5,2021
Proper Dating Guide,2887,ROMANCE,Namsoo,TUESDAY,Long,168743,11137275,1713838,COMPLETED,"Kisah cinta di kampus yang kocak dan ringan! Bareum adalah mahasiswi yang selalu melakukan segala hal sesuai jadwal. Tetapi, ada satu hal yang tidak bisa dilakukannya sesuai jadwal: punya pacar! Ketika bertemu seorang senior ganteng, Bareum bertekad untuk mendekatinya. Apakah ia akan berhasil mendapatkan senior itu sesuai rencana?",5,2021
Samadhi,2796,ACTION,"LEE WONSIK, Ggulchan",MONDAY,Short,168754,6308333,514738,COMPLETED,"Awalnya dia hanya manusia biasa, namun tiba-tiba dia memiliki kemampuan super. Dengan begini, dia tidak bisa menjalani hidup seperti orang lain, padahal keinginannya adalah untuk menjadi orang normal pada umumnya...",5,2021
Summer Rain,2795,ROMANCE,kiyoshin_,SATURDAY,Medium,237328,8870784,897579,HIATUS,"Banyak hal aneh terjadi saat hujan panas. Salah satunya dialami Kay, seorang gadis SMA yang merasa pernah berjumpa dengan seorang pangeran dari kerajaan antah berantah. Apakah yang dialaminya nyata?",5,2021
Sub Complex,2794,ROMANCE,soi,THURSDAY,Short,89510,3283446,501282,COMPLETED," Wajib baca kalau suka komik romantis yang kocak! Yeon-i punya penyakit ""sub complex"" yaitu selalu jatuh cinta pada tokoh pendukung pria di komik yang ia baca. Sayangnya, di komik itu tokoh pendukung prianya mati! Jadi, waktu Yeon-i masuk ke dalam komik, ia bertekad akan membalas cinta si tokoh pendukung dan mengabaikan si tokoh utama pria. Apakah rencananya bakal mulus?",5,2021
The Evil,2793,THRILLER,"Gwangtanto, Maduru",WEDNESDAY,Short,86607,3255549,380523,COMPLETED,"Bonggang, tokoh utama yang bisa melihat pikiran orang lain dengan matanya sendiri.
Suatu hari, dia melihat hati terdalam senior Jo Hoon yang paling populer di kuliah.
Tetapi yang dia temukan adalah...penampilan lain senior, yaitu seorang pembunuh
yang penuh dengan niat mengerikan.",5,2021
Just a Girl He Knows,2792,ROMANCE,Honey B,TUESDAY,Short,151543,7286422,915802,COMPLETED,"Suatu hari, Hayoung mendadak dikembalikan ke masa SMA. Dengan kesempatan ini, apakah Hayoung bisa mendapatkan hati dari cinta pertamanya walaupun Hayoung bukan siapa-siapa untuk orang itu?",5,2021
Neon Revenge,2791,ACTION,"Gisong, NemGa",MONDAY,Short,232567,11479036,1041313,COMPLETED,"Tidak akan ada yang menyangka bahwa Seongbin Cha yang terlihat lemah sebenarnya adalah Neon Mask, pahlawan internet yang populer dengan mengalahkan bully yang melakukan kekerasan dan penindasan di ViewTube. Dia tidak akan beristirahat sampai dia memberantas semua bully di negara ini! ",5,2021
Meow Man,2790,ROMANCE,Olso,SATURDAY,Short,60890,2818682,458939,COMPLETED,"Bagaimana jika pacar impianmu ternyata adalah... seekor kucing?
",5,2021
Eyes,2789,THRILLER,Jeong Summer,FRIDAY,Short,81243,6051787,772361,COMPLETED,"Setelah Juan Seo merasa diawasi setiap hari di sekolah, ia juga menyadari keberadaan 'Manusia Burung' Kini, dia tahu bahwa ada sebuah masalah dan perkelahian besar yang tidak dapat dihindarkan!",5,2021
Agatha,2788,ROMANTIC FANTASY,Lee da in,WEDNESDAY,Short,129636,7022104,809968,COMPLETED,"Katanya, Ratu Agatha adalah tiran jahat pembunuh suaminya sendiri, kanibal, sesat, penyembah setan, yang kehilangan kewarasan akibat kekejiannya sendiri. Benarkah? Apakah sebenarnya Ratu Agatha hanya mengimpikan cinta dan kebebasan? Berapa yang harus dibayarnya untuk itu?",5,2021
Don't Pretend to Know Me!,2787,ROMANCE,fee1,TUESDAY,Short,162799,6583771,789957,COMPLETED,Doeun yang pulang kampung setelah 3 tahun akhirnya bertemu kembali dengan teman-teman masa kecilnya yang kini sudah tumbuh besar menjadi anak-anak populer. Kisah romantis reverse harem dengan teman masa kecil!,5,2021
One Night with Emperor,2786,ROMANTIC FANTASY,"Bloomyy, INUS, Seunghyun Cha",MONDAY,Short,776065,52181036,3967600,COMPLETED,"Patah hati karena dicampakkan tunangannya, Penelope menghabiskan malam dengan seorang pria tampan. Ternyata, dia bukan pria biasa, melainkan Sang Kaisar yang paling berkuasa! Inikah berkah, atau tulah?",5,2021
Survived Romance,2785,HORROR,Lee Yeon,SUNDAY,Short,265546,16834986,2598987,COMPLETED,"Chaerin hidup kembali sebagai tokoh utama di dalam webnovel bergenre romantis, tapi tiba-tiba genrenya berubah jadi thriller?! 
Chaerin pun harus bertahan bersama dengan karakter-karakter pendukung lainnya! Webtoon baru dari author ""Make-Up Man""!",5,2021
Friendly Rivalry - Kisah Asli Drama,2784,DRAMA,"CHAE-YUN SONG, JAE-YEONG SIM",SATURDAY,Short,263397,13647472,1558916,COMPLETED,"Baca webtoon certia asli dari drama ""Friendly Rivalry""!
Seulgi baru pindah ke tempat berkumpulnya 1% pelajar terbaik korea selatan hanya untuk masuk fakultas kedokteran Universitas Korea. Salah satu teman baru, Jay, entah kenapa menyarankan untuk bersaing secara sehat sambil membantu Seulgi. Apakah Seulgi dan Jay  bisa masuk ke universitas yang mereka mau?",5,2021
My Girlfriend is a Goldfish,2783,ROMANCE,Nan Nan,FRIDAY,Medium,54813,2899696,371991,COMPLETED,"Joe adalah seorang pemuda miskin yang berjuang meneruskan usaha burger peninggalan ayahnya. Tetapi, keberuntungan tidak pernah berpihak padanya... sampai suatu hari ia mendapat ikan mas koki yang bisa berubah jadi gadis cantik pembawa hoki!",5,2021
Ambivalent,2782,ACTION,Dedy Koerniawan,THURSDAY,Short,86150,2707826,249730,COMPLETED,"""Siapa sangka hukum Tuhan turun dengan sosok secantik dirimu.""
Santo, ketua geng yang banyak mengalahkan orang di tawuran antar pelajar tiba-tiba dikalahkan oleh seorang gadis yang imut Rina! Perasaan ingin menang atau cinta? Manakah yang akan dia pilih?!


",5,2021
Kitty and the Angel,2780,ROMANCE,"Momoko, Mamulda","MONDAY, TUESDAY, WEDNESDAY, THURSDAY, FRIDAY, SATURDAY, SUNDAY",Short,178143,4070018,314502,COMPLETED,"Aku membawa kucing ke rumah tapi justru muncul wanita cantik?!
Hayoon mencoba mengusirnya, tapi dia mengaku sebagai malaikat dan mau tinggal untuk melindungi Hayoon. Hayoon pun mempekerjakan wanita ini sebagai managernya. 
Tapi apa benar dia malaikat pelindung sungguhan?",5,2021
The Greatest Wolf of My Life,2779,ROMANCE,"Ran, Kim Byeonggawan","MONDAY, TUESDAY, WEDNESDAY, THURSDAY, FRIDAY, SATURDAY, SUNDAY",Short,52757,2152739,225842,COMPLETED,"Kenapa kok harus hari ini aku membuat kesalahan pada Idol laki-laki yang populer itu, belum lagi aku juga ketemu cowok yang mencintaiku 10 tahun yang lalu. Cinta segitiga yang bikin deg-degan akan dimulai!!",5,2021
Nevertheless,2778,ROMANCE,jungseoa,SUNDAY,Short,331840,14528875,727535,COMPLETED,"Kisah antara Nabi yang tidak percaya dengan ""cinta"" tetapi ingin berpacaran
bersama Jaeon yang tidak ingin berpacaran namun selalu menggoda Nabi
Ayo baca ""Nevertheless"" sambil nonton drama-nya! ",5,2021
The Stairway of Time,2777,ROMANCE,"Joo Young Ha, Zenyu",SATURDAY,Short,157954,7336184,772142,COMPLETED,Kembali ke 14 tahun lalu untuk putus denganmu!,5,2021
Game of Doppelganger,2673,THRILLER,"Kingsenal, MJ",FRIDAY,Short,134537,5520044,698480,COMPLETED,"Setelah memungut sebuah telur di lorong sekolah, aku sekarang bisa melihat kembaranku... Tapi, ternyata kembaranku akan membunuhku?!",5,2021
Wanna Live Sweet,2672,ROMANCE,"Kahyun, Mul",THURSDAY,Short,227348,12495323,874034,COMPLETED,"Suyeon, seorang mahasiswi yang terikat pernikahan kontrak akhirnya ingin bercerai. Jihyeok, suaminya, bilang ""Mari kita berusaha mengembalikan hubungan kita supaya tidak menyesal, biar bagaimanapun kita akan bercerai.""
Dan dia tiba-tiba berubah seperti saat baru pacaran! Kenapa hati Suyeon kini jadi berdebar walaupun tidak mau mengakuinya…
Wanita yang menginginkan cinta yang manis dan laki-laki yang tidak bisa melepaskannya.
Apakah mereka bisa menjadi suami dan istri yang sesungguhnya?",5,2021
Impian Jingga,2671,ROMANCE,theterm,WEDNESDAY,Short,91684,4257396,692054,COMPLETED,"Apakah Jingga, salah satu temannya Pelangi, bisa memahami apa itu cinta dan membuat webtoon romantis yang bagus?!",5,2021
Bad Guy,2670,COMEDY,DOOMS,TUESDAY,Long,1035405,108458358,5084938,ONGOING,"Sepuluh tahun berusaha untuk menjadi tipe ideal cewek yang disukai karena dia suka cowok yang baik hati. 
Tapi, Kok dia mendadak bilang suka seorang Bad Boy...?! Mulai hari ini aku... terlahir kembali menjadi Bad boy!",5,2021
Jungle Juice,2669,ACTION,"Hyeong Eun, Juder",MONDAY,Long,437793,32795930,3233697,HIATUS,"Jang Suchan adalah seorang mahasiswa cerdas dan tampan yang disukai oleh banyak orang. Namun di balik penampilannya yang sempurna, dia menyembunyikan sayap serangga yang tumbuh di tubuhnya sejak dia menggunakan spray ""Jungle Juice."" Kehidupannya hancur sejak dirinya tidak sengaja mengungkapkan rahasianya ke publik. Ketika semua harapan terasa sirna, Suchan menemukan dunia baru dimana manusia serangga saling hidup satu sama lainnya selayaknya manusia biasa. Namun di dunia baru ini, yang kuatlah yang akan bertahan!",5,2021
Who's Mr. President?,2668,DRAMA,"S.M.S, KING Productions",SUNDAY,Short,715111,44671628,5749422,COMPLETED,"Selamat datang di SMA Krisopras, sekolah elit yang dikenal sebagai sekolah terbaik se-nusantara! Tapi kok aneh ya... kenapa SMA elit ini merahasiakan identitas setiap anggota OSIS nya?",5,2021
Lore Olympus,2667,ROMANCE,Rachel Smythe,SATURDAY,Short,69988,6706710,1092591,COMPLETED,Diangkat dari mitologi legendaris. Romansa fantasi antara Dewi Persephone dan Raja Dunia Bawah Hades. Webtoon terpopuler di seluruh dunia kini hadir dalam bahasa Indonesia!,5,2021
People Don't Change!,2666,ROMANTIC FANTASY,"yeomra, gu_ilha, Patbingsu",FRIDAY,Short,406556,18711079,1987012,COMPLETED,"Aku adalah manusia pertama yang dibuat oleh Tuhan. Aku tidak pernah memberi kasih sayang ke orang lain karena aku merasa jika aku yang harus dicintai mereka. 
Namun Tuhan memberikanku pertanyaan dan aku tidak bisa mati sampai bisa menjawabnya! Dan tiba-tiba... Aku dihidupkan kembali ke dalam tubuh seorang putri yang masih bayi?!",5,2021
Scrambled: Journeylism,2665,DRAMA,Lintankleen,THURSDAY,Medium,194303,8630735,1373206,HIATUS,"Visi adalah seorang siswi SMA yang pemalu. Saat memutuskan untuk mengikuti ekstrakurikuler jurnalistik di sekolahnya, dia malah mendapatkan tugas membuat artikel tentang 5 cowok terganteng di sekolahnya! Sial (atau untung?) banget... cowok yang ditaksir Visi juga termasuk di dalamnya!",5,2021
My Roommate is a Gumiho,2664,ROMANCE,,WEDNESDAY,Short,231669,11664216,1296983,COMPLETED,"Seorang Gumiho (ganteng) sudah berusaha untuk menjadi manusia selama 900 tahun, tetapi batu kelereng Gumiho itu telah diambil oleh seorang mahasiswi!
Untuk menyelesaikan masalah ini, Gumiho menawarkan pada si mahasiswi untuk tinggal bersamanya…",5,2021
How to Live as a Lady,2663,ROMANTIC FANTASY,"Ink., Sung Heyrim",TUESDAY,Long,598598,46910715,4708306,ONGOING,"Aku yang seorang kesatria, ditusuk oleh sahabat terdekatku. Ketika sadar, aku menjadi putri bangsawan di negara musuh!
Waktu sudah berlalu 3 tahun sejak perang dan aku sekarang terperangkap di tubuh asing dan lemah ini.
Aku harus bertahan hidup sebagai Lucipella Aiden, seorang wanita bangsawan, dan mencari tahu apa yang sebenarnya terjadi!",5,2021
Just for a Meowment,2662,ROMANCE,kkanaria,MONDAY,Short,297894,18184205,1812856,COMPLETED,"Myohee nekat lompat dari atas gedung karena terlilit hutang. Namun, dia malah bertemu malaikat maut yang memberinya kesempatang hidup 100 hari lagi sebagai... seekor kucing!",3.45,2021
Second Life of a Gangster,2661,ACTION,"SAYEOL, yerang, OH KISOO",SUNDAY,Short,196510,14714192,1045487,COMPLETED,"Jungseok melakukan hal-hal yang terburuk demi organisasi preman yang dia pimpin. Tetapi ternyata pada akhir kehidupannya, dia dihabisi oleh bawahannya sendiri...?!
Sekarang di kehidupan keduanya, Jungseok memutuskan untuk hidup lebih baik!",3.5,2021
I Picked Up a Second Lead After the Ending,2660,ROMANTIC FANTASY,"Hwang DoTol, jungseoa",SATURDAY,Short,337824,25900927,3316618,COMPLETED,"Karakter yang paling aku suka di novel yang aku masuki  adalah cowok yang jadi Second Lead!
Tapi, kok dia malah jadi cowok jutek karena dulu dibuang oleh karakter utama wanita?!
Apakah aku bisa mengambil hati cowok ini..?!",3.85,2021
Ganda,2659,FANTASY,"Nikki Dibya Wardhana, Linka08",FRIDAY,Medium,73319,2529855,321406,COMPLETED,"Rika, mahasiswi yang sedang bimbang dengan tujuan hidupnya ingin menjadi penerus Ganda, petarung yang melindungi kampus UBR dari makhluk bernama Jinn yang menyerang orang di malam hari. Namun jalan yang dipilih Ganda adalah jalan yang penuh bahaya dan tidak bisa dijalani setengah-setengah!",3.45,2021
Langit Merah Jambu,2658,ROMANCE,By_Sir,THURSDAY,Short,106743,3138692,287636,COMPLETED,"Mentari yang gila kerja tiba-tiba saja harus sekantor dengan mantan paling menyakitkan baginya. Bisakah dia survive dengan kehadiran Bumi, si mantan paling menyebalkan di sisinya?",5,2021
Although You are a Ghost,2657,ROMANCE,"NN, OJ","MONDAY, TUESDAY, WEDNESDAY, THURSDAY, FRIDAY, SATURDAY, SUNDAY",Short,123680,6873238,750264,COMPLETED,"""Hyeok"", seorang hantu yang bertahan hidup di dunia ini dengan 
mengambil energi dari orang lain, tetapi malah jatuh cinta sama Semin yang seorang wanita ini?!
Kisah cinta romantis antara hantu dan manusia yang bikin deg-degan!",5,2021
Love You to Death,2656,ROMANCE,"Helena Kwon, Danyeom",SUNDAY,Short,183810,12174850,1215049,COMPLETED,"Anna, seorang pengurus pemakaman, harus membantu teman masa kecilnya si aktor terkenal Ryubin yang meninggal mendadak. Anehnya, Ryubin malah berubah menjadi mayat hidup yang masih bisa beraktivitas seperti manusia biasa. Anna harus menjaga agar tubuh Ryubin tidak membusuk! Sebuah cerita romantis yang ngeri-ngeri manis!",5,2021
Kolang-Kaling,2655,SLICE OF LIFE,Various Artists,"MONDAY, TUESDAY, WEDNESDAY, THURSDAY, FRIDAY, SATURDAY, SUNDAY",Short,137023,7990603,972135,COMPLETED,"Bingung berbuka dengan apa? Pakai Kolang-Kaling aja~
Kompilasi Ramadan yang kalian senangi!
Akan ada banyak cerita Ramadan yang manis dan menyentuh!",5,2021
Toyboy's Charm,2654,ROMANCE,"Na young, seungu",MONDAY,Short,333443,27250380,2577056,COMPLETED,"Inju diputuskan oleh pacarnya tanpa alasan yang jelas. Demi mengembalikan mantan pacar, Inju merencanakan sesuatu. Langkah pertama adalah membuat sang mantan pacar cemburu! 
jadi, Inju mencoba untuk berpacaran dengan junior ganteng, Seoyun. Tetapi, Seoyun sudah naksir sama orang lain. 
Akhir cerita dari persekutuan kedua orang ini untuk memenangkan cinta adalah...?!",3.2,2021
Return to Player,2543,FANTASY,"UMKY, SEHON, INDEX",WEDNESDAY,Long,255801,20949001,1655294,HIATUS,"Dunia telah berubah menjadi game! Setelah 10 tahun, Sehan berhasil menyelesaikan segalanya. Tetapi, ia memilih untuk memulai permainan dari awal dan menjalaninya lagi. Bisakah ia menyelamatkan dunia dan menghancurkan sistem yang membuat dunia berubah itu?",3.6,2021
Seven Years Later,2542,DRAMA,Tirapuw,THURSDAY,Short,598270,34085651,3414679,COMPLETED,"Kala Maharani adalah seorang gadis biasa yang sering dikekang oleh ayahnya. Suatu saat, dia memilih kabur dari rumah untuk merayakan tahun baru 2014 di Bali. Namun, siapa sangka, dia tenggelam di laut dan diselamatkan oleh temannya yang bilang kalau waktu sudah berlalu sekitar tujuh tahun. Apa yang terjadi? Bagaimana dengan keluarganya dan sahabat-sahabatnya? Bisakah dia kembali lagi ke masanya?",5,2021
"Anon, I Know You!",2541,ROMANCE,LICO,TUESDAY,Short,280140,16162600,1419461,COMPLETED,"Di aplikasi forum sekolah yang sedang trending, diam-diam ada banyak postingan menarik karena fitur anonim yang memungkinkan untuk menyembunyikan identitas masing-masing. Setelah mengalami kecelakaan kecil, Minjun dapat melihat semua nama asli dibalik pengguna forum tersebut. Lalu, dia melihat postingan Hayeong, teman yang ia suka, mengatakan bahwa pacarnya agak aneh...!

Anon, kenapa kau menulis seperti itu?!",3.1,2021
The Blood of Madam Giselle,2540,ROMANTIC FANTASY,Lee Yunji,SUNDAY,Short,421384,20396317,1591423,COMPLETED,"Suatu hari Madam Giselle menemukan vampir yang seperti anak kecil dan disembunyikan oleh suaminya di ruang bawah tanah. Sejak menghisap darah Giselle dan menjadi dewasa, Giselle pun jadi sering menemui vampir ini secara diam-diam...",3.2,2021
Daddy Goes to School,2539,ACTION,KIM JAE HAN,FRIDAY,Long,919759,58936538,5152811,HIATUS,"Webtoon baru dari author ""Reawaken Man""!

Seorang ayah biasa yang menyayangi anak perempuannya, tiba-tiba mati karena sebuah kecelakaan. Mulai sekarang, dia akan menjaga anaknya dari geng ""12 Shio"" dengan menggunakan skill bertarung yang ada di webtoon aksi karyanya ketika masih hidup.

""Semua yang mengganggu anakku...akan kubuat menyesal!""",3.1,2021
"At Your Service, My Lady",2538,ROMANCE,BIBA,WEDNESDAY,Short,131798,4004117,431149,COMPLETED,"Sekolah ini hanya berisi 1% murid-murid paling pintar dan kaya!
Dari kekayaan mereka, ada 1 pasangan yang kelihatannya
sangat sempurna! Tapi, pasangan sempurna ini sebenarnya hanya hubungan kontrak?!",2.8,2021
